client_id,district_id,gender,age,age_group,birth date,disp_id,account_id,district name,region,inhabitants,municipalities with inhabitants < 499,municipalities with inhabitants 500-1999,municipalities with inhabitants 2000-9999,municipalities with inhabitants >10000,cities,ratio of urban inhabitants,average salary,unemployment rate 1996,enterpreneurs per 1000 inhabitants,commited crimes 1996,frequency,LOR,Average Collection from another bank,Average Credit in Cash,Average Interest Credited,Average remittance to another bank,Average withdrawal in cash,Average Total Credit,Average Total Debit,Average Monthly Savings,Average Monthly Balance,Median Monthly Balance,total_credit,total_withdrawal,household payment,insurance payment,lease,loan payment,other,total order payment,Card Type,Card Issued before 1997,Loan Amount,Loan Duration,Loan Payments,status,Loan granted before 1997,Card Issued,loan granted
554,30,F,71,70,1925-04-19,554,461,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.67,100,2804,Monthly Issuance,3,6388.0,0.0,169.15,1530.0,4796.2666666666655,6557.1500000000015,6326.266666666666,230.8833333333331,41181.325000000004,39346.399999999994,78685.80000000002,75915.20000000001,1530.0,0.0,0.0,0.0,0.0,1530.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
556,29,M,50,50,1946-07-08,556,462,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,3.6,113,888,Monthly Issuance,3,0.0,22506.25,181.88333333333335,8325.0,14792.933333333336,22688.13333333333,23117.933333333334,-429.7999999999982,30417.09166666667,29654.949999999997,272257.60000000003,277415.2,8325.0,0.0,0.0,0.0,0.0,8325.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
557,51,M,57,50,1939-07-17,557,463,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.97,131,3839,Monthly Issuance,1,0.0,24689.166666666668,242.93333333333337,6385.0,19719.600000000002,24932.099999999995,26104.599999999995,-1172.499999999999,48715.90833333333,47319.25,299185.2,313255.19999999995,6385.0,0.0,0.0,0.0,0.0,6385.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
559,32,F,24,20,1972-09-05,559,465,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,3,13850.5,858.3333333333334,95.75833333333333,11126.0,3606.266666666666,14804.591666666667,14732.26666666667,72.32499999999997,36777.48333333334,35894.899999999994,177655.09999999998,176787.20000000004,11126.0,0.0,1278.5,0.0,0.0,12404.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
561,74,F,34,30,1962-11-10,561,467,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,3,0.0,13169.833333333334,145.82500000000002,6832.0,5239.5999999999985,13315.658333333333,12071.6,1244.0583333333336,31397.958333333332,34549.35,159787.9,144859.20000000004,3937.0,0.0,0.0,0.0,2895.0,6832.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
565,64,F,37,30,1959-07-03,565,470,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Monthly Issuance,2,0.0,9099.5,87.16666666666667,5276.0,4306.2666666666655,9186.666666666668,9582.266666666668,-395.6000000000001,26824.34166666667,28244.7,110240.00000000001,114987.20000000003,3568.0,1078.0,0.0,0.0,630.0,5276.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
566,47,F,50,50,1946-03-05,566,471,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,Monthly Issuance,1,0.0,11222.833333333334,110.625,6081.0,5356.2666666666655,11333.458333333334,11437.266666666668,-103.80833333333385,23178.325,22376.8,136001.49999999997,137247.20000000004,4695.0,253.0,0.0,0.0,566.5,5514.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
570,61,F,55,50,1941-01-31,570,474,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,1,3451.0,1608.3333333333333,95.04166666666669,1533.3333333333333,2099.2833333333333,5154.374999999999,3632.6166666666663,1521.7583333333332,22279.783333333336,22897.75,61852.49999999999,43591.399999999994,694.0,0.0,0.0,0.0,1606.0,2300.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
574,1,M,24,20,1972-12-25,574,477,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,17758.0,192.46666666666667,3377.0,14439.600000000004,17950.466666666667,17816.600000000002,133.86666666666724,45998.35,48320.0,215405.6,213799.20000000004,2660.0,463.0,0.0,0.0,254.0,3377.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
575,58,M,26,20,1970-04-04,575,478,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.95,96,2471,Monthly Issuance,2,0.0,25836.0,213.60000000000002,8137.0,18102.933333333338,26049.600000000002,26239.93333333333,-190.33333333333212,37057.875,36866.350000000006,312595.2,314879.19999999995,8137.0,0.0,0.0,0.0,0.0,8137.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
577,1,F,33,30,1963-12-05,577,479,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,3097.0,0.0,46.30833333333333,1548.0,600.9500000000002,3143.308333333333,2148.9499999999994,994.3583333333332,14761.025,15407.849999999999,37719.7,25787.399999999994,2064.0,0.0,0.0,0.0,0.0,2064.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
582,1,M,46,40,1950-09-26,582,484,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,0.0,10376.5,102.94166666666668,5167.0,4939.599999999999,10479.441666666668,10106.600000000002,372.8416666666667,30602.46666666667,31792.0,125753.3,121279.20000000003,1652.0,108.0,0.0,0.0,1703.5,3463.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
583,75,F,31,30,1965-01-01,583,485,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.66,99,4505,Issuance after transaction,3,0.0,51408.416666666664,243.10833333333335,12584.0,40062.75,51651.524999999994,52646.75,-995.2250000000007,63135.024999999994,57601.8,619818.2999999999,631761.0,7421.0,3572.0,2629.6,0.0,1591.0,15213.6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
584,33,F,20,20,1976-05-13,584,486,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,7.61,116,4859,Monthly Issuance,1,0.0,6100.166666666667,132.78333333333333,441.6666666666667,4432.999999999999,6232.95,4874.666666666666,1358.283333333333,32173.400000000005,31542.0,74795.4,58495.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
585,40,F,54,50,1942-02-21,585,487,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,7.07,97,6872,Monthly Issuance,1,0.0,27837.583333333332,154.46666666666667,8013.0,19032.866666666672,27992.05,27045.86666666667,946.183333333334,39039.21666666667,33112.65,335904.60000000003,324550.4,10684.0,0.0,0.0,0.0,0.0,10684.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
588,61,F,36,30,1960-10-20,588,489,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,3,0.0,17737.833333333332,139.07500000000002,7916.333333333333,11644.6,17876.908333333333,19560.933333333338,-1684.024999999999,23939.90833333333,22148.85,214522.89999999997,234731.20000000007,5608.0,0.0,0.0,0.0,0.0,5608.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
589,45,M,35,30,1961-09-17,589,490,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.89,132,2122,Monthly Issuance,1,3063.0,0.0,62.63333333333333,2042.0,1227.9333333333334,3125.633333333333,3269.933333333333,-144.30000000000004,17651.31666666667,17593.800000000003,37507.6,39239.19999999999,2042.0,0.0,0.0,0.0,0.0,2042.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
591,65,F,22,20,1974-10-29,591,492,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,Monthly Issuance,3,0.0,6274.166666666667,119.425,0.0,6657.933333333334,6393.591666666667,6657.933333333334,-264.341666666667,32323.0,33253.3,76723.09999999999,79895.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
592,26,M,31,30,1965-07-18,592,493,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,Monthly Issuance,2,0.0,18556.5,189.11666666666667,708.3333333333334,19024.600000000002,18745.616666666665,19732.933333333338,-987.3166666666654,60724.399999999994,59104.5,224947.39999999997,236795.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
593,60,F,42,40,1954-07-10,593,494,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,Monthly Issuance,3,0.0,18691.916666666668,162.96666666666667,10093.333333333334,11575.76666666667,18854.883333333335,21669.100000000002,-2814.216666666667,39862.00000000001,34174.350000000006,226258.60000000003,260029.20000000007,8728.0,0.0,2629.6,0.0,207.0,11564.6,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
596,69,M,48,40,1948-10-24,596,496,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,Monthly Issuance,3,0.0,6579.333333333333,74.35,3602.0,3136.266666666666,6653.683333333334,6738.266666666667,-84.58333333333378,23068.641666666666,22667.4,79844.20000000001,80859.20000000001,3602.0,0.0,0.0,0.0,0.0,3602.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
597,55,M,53,50,1943-02-22,597,497,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,Monthly Issuance,3,0.0,23349.083333333332,240.54166666666666,3405.0,20664.600000000002,23589.625,24069.600000000002,-479.9749999999987,65487.475,70165.6,283075.5,288835.19999999995,3405.0,0.0,0.0,0.0,0.0,3405.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
598,1,M,26,20,1970-12-31,598,498,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,22643.833333333332,333.93333333333334,0.0,21941.266666666666,22977.766666666666,21941.266666666666,1036.500000000001,63814.21666666665,62912.5,275733.20000000007,263295.2,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
603,13,F,30,30,1966-03-09,603,501,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,Monthly Issuance,1,0.0,13951.833333333334,187.11666666666667,730.4499999999999,15544.100000000004,14138.949999999999,16274.550000000001,-2135.599999999999,41710.45,38145.55,169667.40000000002,195294.60000000006,0.0,0.0,0.0,4382.7,0.0,4382.7,Not Applicable,Not Applicable,262980.0,60.0,4383.0,Ok so far,Yes,0,0
606,10,F,47,40,1949-01-25,606,504,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.54,141,4316,Monthly Issuance,3,3463.0,0.0,109.07499999999999,2308.0,1077.1000000000001,3572.0749999999994,3385.099999999999,186.975,27376.374999999996,27688.55,42864.9,40621.19999999999,2308.0,0.0,0.0,0.0,0.0,2308.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
613,1,F,19,10,1977-08-10,613,510,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Weekly Issuance,3,0.0,7080.916666666667,71.24166666666666,3909.75,4363.333333333333,7152.158333333333,8273.083333333334,-1120.9250000000002,21205.56666666667,18448.65,85825.90000000001,99277.0,2442.0,1043.0,0.0,0.0,1319.0,4804.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
618,57,F,64,60,1932-03-16,618,515,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,Monthly Issuance,1,4126.0,0.0,64.25,2750.0,1799.5999999999997,4190.25,4549.599999999999,-359.35000000000014,13715.841666666669,13324.05,50283.00000000001,54595.19999999999,2750.0,0.0,0.0,0.0,0.0,2750.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
621,54,M,57,50,1939-03-17,621,517,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,3,0.0,25917.833333333332,231.17499999999998,9255.0,13676.266666666668,26149.008333333335,22931.266666666666,3217.7416666666672,40483.583333333336,43052.7,313788.10000000003,275175.2,9255.0,0.0,0.0,0.0,0.0,9255.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
622,74,F,65,60,1931-11-23,622,518,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,2,5836.0,0.0,90.04166666666667,3353.0,2969.599999999999,5926.041666666667,6322.599999999999,-396.55833333333334,18817.208333333332,17893.25,71112.5,75871.2,1676.5,0.0,0.0,0.0,0.0,1676.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
623,24,M,71,70,1925-09-04,623,519,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,2.01,128,5273,Monthly Issuance,3,6987.0,0.0,97.69999999999999,3245.0,3756.266666666665,7084.700000000001,7001.266666666667,83.4333333333331,18824.850000000002,19605.949999999997,85016.40000000001,84015.20000000001,3245.0,0.0,0.0,0.0,0.0,3245.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
625,60,F,18,10,1978-11-24,625,520,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,Monthly Issuance,3,3498.0,0.0,83.6,2332.0,1538.7666666666664,3581.6000000000004,3870.766666666666,-289.1666666666666,17945.808333333334,18834.65,42979.200000000004,46449.19999999999,2332.0,0.0,0.0,0.0,0.0,2332.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
626,9,M,16,10,1980-04-13,626,521,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,Monthly Issuance,1,0.0,59786.75,270.325,4234.0,59733.18333333332,60057.07500000001,63967.18333333332,-3910.108333333333,57564.70833333332,56298.7,720684.9000000001,767606.1999999997,4234.0,0.0,0.0,0.0,0.0,4234.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
627,17,M,24,20,1972-04-11,627,522,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,Monthly Issuance,1,0.0,12500.666666666666,117.98333333333333,3338.0,6716.400000000001,12618.650000000001,10054.400000000001,2564.2499999999995,32893.4,37774.15,151423.8,120652.80000000002,77.0,0.0,0.0,0.0,4930.0,5007.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
629,16,M,20,20,1976-03-10,629,523,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,Monthly Issuance,3,0.0,12827.833333333334,241.23333333333335,2708.3333333333335,8747.933333333336,13069.066666666666,11456.26666666667,1612.8,66905.58333333334,68070.05,156828.8,137475.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
630,61,M,44,40,1952-03-03,630,524,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,2,0.0,21028.5,133.30833333333334,5768.0,16122.933333333336,21161.80833333333,21890.933333333334,-729.1249999999986,24838.575,23884.6,253941.69999999998,262691.2,5768.0,0.0,0.0,0.0,0.0,5768.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
639,31,M,18,10,1978-08-02,639,531,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,1,3216.0,0.0,66.04166666666667,2144.0,637.1000000000003,3282.041666666666,2781.1,500.9416666666668,18432.73333333333,17882.699999999997,39384.5,33373.19999999999,2144.0,0.0,0.0,0.0,0.0,2144.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
640,26,M,17,10,1979-04-15,640,532,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,Monthly Issuance,1,0.0,5799.416666666667,166.45000000000002,0.0,6150.0,5965.866666666666,6150.0,-184.1333333333332,34577.80833333334,28841.4,71590.4,73800.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
641,40,F,34,30,1962-07-04,641,533,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,7.07,97,6872,Monthly Issuance,1,0.0,8711.833333333334,76.49166666666667,4746.0,5057.9333333333325,8788.324999999999,9803.933333333334,-1015.6083333333337,15568.141666666665,15367.85,105459.9,117647.20000000001,1319.0,0.0,0.0,0.0,3427.0,4746.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
644,35,F,35,30,1961-04-23,644,535,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.21,130,3620,Monthly Issuance,2,0.0,22395.833333333332,132.94166666666666,7848.0,13897.933333333336,22528.775000000005,21745.933333333338,782.8416666666676,28960.28333333333,28151.449999999997,270345.30000000005,260951.20000000004,7021.0,765.0,0.0,0.0,62.0,7848.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
648,70,F,61,60,1935-09-28,648,538,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,2,4039.0,0.0,57.991666666666674,2692.0,1521.2666666666664,4096.991666666666,4213.2666666666655,-116.27500000000009,10960.658333333335,10729.55,49163.899999999994,50559.19999999999,2692.0,0.0,0.0,0.0,0.0,2692.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
649,13,F,18,10,1978-05-02,649,539,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,Issuance after transaction,3,0.0,30921.666666666668,214.34166666666667,166.66666666666666,31853.983333333334,31136.00833333333,32020.649999999998,-884.6416666666664,36273.25,37875.85,373632.1,384247.8,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
651,54,F,20,20,1976-01-27,651,540,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,3,0.0,7810.0,95.79166666666669,0.0,6806.266666666667,7905.791666666665,6806.266666666667,1099.5250000000003,24403.466666666664,18081.15,94869.49999999999,81675.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
652,61,M,58,50,1938-12-08,652,541,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,3,0.0,21781.5,157.74166666666667,10644.666666666666,11939.600000000004,21939.24166666667,22584.266666666666,-645.0249999999986,29459.983333333334,29569.6,263270.89999999997,271011.2,3030.0,5626.0,0.0,0.0,72.0,8728.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
653,1,F,66,60,1930-11-21,653,542,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,4125.0,0.0,79.52499999999999,2750.0,1337.9333333333336,4204.525000000001,4087.9333333333325,116.59166666666654,20422.19166666667,20111.5,50454.3,49055.19999999999,2750.0,0.0,0.0,0.0,0.0,2750.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
654,64,F,54,50,1942-05-17,654,543,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Monthly Issuance,2,3583.0,700.0,70.37499999999999,2388.0,2311.2666666666664,4353.375,4699.2666666666655,-345.8916666666669,16093.841666666667,16419.199999999997,52240.5,56391.19999999999,647.0,655.0,0.0,0.0,1086.0,2388.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
655,32,M,54,50,1942-12-10,655,544,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,1,24688.166666666668,391.6666666666667,205.89166666666665,1416.0666666666666,21289.350000000002,25285.725000000002,22705.416666666668,2580.308333333334,38604.041666666664,38740.65,303428.69999999995,272465.00000000006,0.0,0.0,0.0,3798.2,0.0,3798.2,classic,Yes,91152.0,24.0,3798.0,No Problems,Yes,0,0
656,1,M,40,40,1956-06-06,656,545,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,12491.5,130.99166666666665,3306.0,9597.933333333334,12622.491666666663,12903.933333333334,-281.4416666666669,43231.81666666666,41657.3,151469.9,154847.20000000004,3306.0,0.0,0.0,0.0,0.0,3306.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
660,16,M,73,70,1923-03-22,660,548,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,Monthly Issuance,2,6444.0,0.0,101.11666666666666,1813.0,3892.099999999999,6545.116666666668,5705.099999999999,840.0166666666664,20972.608333333334,20228.2,78541.4,68461.19999999998,906.5,0.0,0.0,0.0,0.0,906.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
664,77,F,16,10,1980-03-19,664,551,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,5.56,113,3590,Monthly Issuance,3,0.0,4201.833333333333,66.75833333333333,0.0,4535.433333333333,4268.591666666667,4535.433333333333,-266.84166666666647,18335.2,16354.2,51223.1,54425.19999999999,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
665,62,F,64,60,1932-04-05,665,552,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.86,109,2906,Monthly Issuance,3,5145.0,0.0,84.23333333333332,2097.0,2997.1,5229.2333333333345,5094.099999999999,135.13333333333318,21074.399999999998,20778.5,62750.80000000001,61129.19999999999,2097.0,0.0,0.0,0.0,0.0,2097.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
666,26,M,14,10,1982-05-23,666,553,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,Monthly Issuance,1,0.0,7578.0,134.1833333333333,391.6666666666667,7760.433333333337,7712.183333333333,8152.100000000003,-439.91666666666583,27760.36666666667,24649.25,92546.2,97825.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
668,1,F,54,50,1942-12-25,668,555,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,24557.0,126.50833333333334,7768.0,17397.933333333338,24683.508333333335,25165.933333333334,-482.4249999999991,18304.825,17773.199999999997,296202.10000000003,301991.2,7218.0,71.0,0.0,0.0,479.0,7768.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
670,1,M,37,30,1959-01-21,670,557,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,3075.0,0.0,45.425000000000004,1537.5,570.9500000000002,3120.4249999999997,2108.4499999999994,1011.975,13559.599999999999,13667.65,37445.1,25301.399999999994,2050.0,0.0,0.0,0.0,0.0,2050.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
672,46,F,67,60,1929-11-09,672,559,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,2.31,117,2618,Monthly Issuance,3,5672.0,0.0,72.41666666666667,2175.0,4025.4333333333325,5744.416666666667,6200.433333333333,-456.0166666666671,14909.758333333333,14861.8,68933.0,74405.2,2175.0,0.0,0.0,0.0,0.0,2175.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
673,36,M,57,50,1939-10-29,673,560,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,Monthly Issuance,1,0.0,10998.166666666666,141.79166666666666,5683.0,5647.933333333333,11139.958333333334,11330.933333333334,-190.9749999999999,41842.666666666664,44231.1,133679.5,135971.20000000004,5683.0,0.0,0.0,0.0,0.0,5683.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
675,50,M,21,20,1975-11-12,675,562,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,Monthly Issuance,3,0.0,9867.583333333334,142.18333333333337,0.0,10589.6,10009.766666666668,10589.6,-579.833333333333,32312.858333333334,29944.949999999997,120117.2,127075.20000000003,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
676,70,M,43,40,1953-02-07,676,563,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,0.0,10348.666666666666,110.05000000000001,6245.0,3439.6,10458.716666666667,9684.600000000002,774.1166666666663,29060.524999999998,31169.2,125504.6,116215.20000000003,6245.0,0.0,0.0,0.0,0.0,6245.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
678,39,F,63,60,1933-05-28,678,565,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,Monthly Issuance,1,5264.0,0.0,86.44166666666666,2631.75,446.78333333333336,5350.441666666667,3078.533333333333,2271.9083333333338,28983.34166666667,31583.9,64205.3,36942.399999999994,3509.0,0.0,0.0,0.0,0.0,3509.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
